Geneid	Chr	Start	End	Strand	Length	0
CDR20291_RS14600	NC_013316.1	3196280	3196588	+	309	0
CDR20291_RS14605	NC_013316.1	3196750	3198540	-	1791	0
CDR20291_RS14610	NC_013316.1	3198540	3200267	-	1728	0
CDR20291_RS19195	NC_013316.1	3200512	3200805	-	294	0
CDR20291_RS19200	NC_013316.1	3200774	3201058	-	285	0
CDR20291_RS14620	NC_013316.1	3201365	3202477	+	1113	0
CDR20291_RS14625	NC_013316.1	3202660	3203556	-	897	0
CDR20291_RS14630	NC_013316.1	3203514	3203831	-	318	0
CDR20291_RS14635	NC_013316.1	3204148	3204657	-	510	0
CDR20291_RS14640	NC_013316.1	3204659	3205306	-	648	0
CDR20291_RS14645	NC_013316.1	3205320	3206492	-	1173	0
CDR20291_RS14650	NC_013316.1	3206760	3208136	+	1377	0
CDR20291_RS14655	NC_013316.1	3208387	3209220	-	834	0
CDR20291_RS14660	NC_013316.1	3209549	3209914	-	366	0
CDR20291_RS14665	NC_013316.1	3210080	3211198	-	1119	0
CDR20291_RS14670	NC_013316.1	3211844	3211963	-	120	1
CDR20291_RS14675	NC_013316.1	3212051	3213145	-	1095	0
CDR20291_RS14680	NC_013316.1	3213147	3213593	-	447	0
CDR20291_RS14685	NC_013316.1	3213899	3215089	+	1191	0
CDR20291_RS14690	NC_013316.1	3215259	3216221	+	963	0
CDR20291_RS14695	NC_013316.1	3216339	3217001	-	663	4
CDR20291_RS14700	NC_013316.1	3217372	3220326	-	2955	0
CDR20291_RS14705	NC_013316.1	3220650	3221828	-	1179	0
CDR20291_RS14710	NC_013316.1	3222200	3222385	+	186	0
CDR20291_RS14715	NC_013316.1	3222450	3225224	-	2775	0
CDR20291_RS14720	NC_013316.1	3225396	3226652	-	1257	0
CDR20291_RS14725	NC_013316.1	3226724	3228226	-	1503	0
CDR20291_RS14730	NC_013316.1	3228317	3229507	-	1191	0
CDR20291_RS14735	NC_013316.1	3229746	3230834	-	1089	0
CDR20291_RS14740	NC_013316.1	3231119	3231817	-	699	0
CDR20291_RS14745	NC_013316.1	3231931	3233436	-	1506	0
CDR20291_RS14750	NC_013316.1	3233804	3235075	-	1272	0
CDR20291_RS14755	NC_013316.1	3235892	3237496	-	1605	0
CDR20291_RS14760	NC_013316.1	3237882	3238808	+	927	0
CDR20291_RS14765	NC_013316.1	3238928	3239926	-	999	0
CDR20291_RS14770	NC_013316.1	3240030	3240467	+	438	0
CDR20291_RS14775	NC_013316.1	3240553	3241140	+	588	0
CDR20291_RS14780	NC_013316.1	3241440	3242060	-	621	0
CDR20291_RS14785	NC_013316.1	3242068	3242835	-	768	0
CDR20291_RS14790	NC_013316.1	3242876	3243697	-	822	0
CDR20291_RS19430	NC_013316.1	3244054	3245964	-	1911	0
CDR20291_RS14800	NC_013316.1	3246243	3247028	-	786	0
CDR20291_RS14805	NC_013316.1	3247245	3247475	-	231	0
CDR20291_RS14810	NC_013316.1	3247494	3248642	-	1149	0
CDR20291_RS14815	NC_013316.1	3248642	3250156	-	1515	0
CDR20291_RS14820	NC_013316.1	3250277	3251467	-	1191	0
CDR20291_RS14825	NC_013316.1	3251756	3252775	-	1020	0
CDR20291_RS14830	NC_013316.1	3252951	3253490	-	540	0
CDR20291_RS14835	NC_013316.1	3253591	3254271	-	681	0
CDR20291_RS14840	NC_013316.1	3254300	3255589	-	1290	0
CDR20291_RS14845	NC_013316.1	3256052	3257653	-	1602	0
CDR20291_RS14850	NC_013316.1	3257764	3258441	-	678	0
CDR20291_RS14855	NC_013316.1	3258454	3259149	-	696	0
CDR20291_RS14860	NC_013316.1	3259201	3260400	-	1200	0
CDR20291_RS14865	NC_013316.1	3260661	3262706	-	2046	0
CDR20291_RS14870	NC_013316.1	3263117	3263926	-	810	0
CDR20291_RS14875	NC_013316.1	3264010	3264543	-	534	0
CDR20291_RS14880	NC_013316.1	3264670	3266745	-	2076	0
CDR20291_RS14885	NC_013316.1	3266748	3267494	-	747	0
CDR20291_RS14890	NC_013316.1	3267508	3267903	-	396	0
CDR20291_RS14895	NC_013316.1	3268016	3268723	-	708	0
CDR20291_RS14900	NC_013316.1	3269035	3269688	-	654	0
CDR20291_RS14905	NC_013316.1	3269792	3271141	-	1350	0
CDR20291_RS14910	NC_013316.1	3271153	3272535	-	1383	0
CDR20291_RS14915	NC_013316.1	3272779	3273993	+	1215	0
CDR20291_RS14920	NC_013316.1	3274170	3276083	+	1914	0
CDR20291_RS14925	NC_013316.1	3276354	3277328	+	975	0
CDR20291_RS14930	NC_013316.1	3277349	3277624	+	276	0
CDR20291_RS14935	NC_013316.1	3277637	3278800	+	1164	0
CDR20291_RS14940	NC_013316.1	3279137	3281155	+	2019	0
CDR20291_RS19330	NC_013316.1	3281136	3281417	+	282	0
CDR20291_RS14945	NC_013316.1	3281512	3282852	-	1341	0
CDR20291_RS14950	NC_013316.1	3282864	3283646	-	783	0
CDR20291_RS14955	NC_013316.1	3283661	3284683	-	1023	0
CDR20291_RS14960	NC_013316.1	3284689	3285702	-	1014	0
CDR20291_RS14965	NC_013316.1	3285830	3286768	-	939	0
CDR20291_RS14970	NC_013316.1	3287038	3287502	+	465	0
CDR20291_RS14975	NC_013316.1	3287614	3287931	-	318	0
CDR20291_RS14980	NC_013316.1	3287944	3288675	-	732	0
CDR20291_RS14985	NC_013316.1	3288701	3290011	-	1311	0
CDR20291_RS14990	NC_013316.1	3290088	3291401	-	1314	0
CDR20291_RS14995	NC_013316.1	3291423	3291734	-	312	0
CDR20291_RS15000	NC_013316.1	3291934	3292638	-	705	0
CDR20291_RS15005	NC_013316.1	3292733	3294094	-	1362	0
CDR20291_RS15010	NC_013316.1	3294593	3295738	+	1146	0
CDR20291_RS15015	NC_013316.1	3295828	3297546	-	1719	0
CDR20291_RS15020	NC_013316.1	3297551	3298540	-	990	0
CDR20291_RS15025	NC_013316.1	3298636	3299685	-	1050	0
CDR20291_RS15030	NC_013316.1	3299962	3300630	-	669	0
CDR20291_RS15035	NC_013316.1	3300636	3302009	-	1374	0
CDR20291_RS15040	NC_013316.1	3302006	3303784	-	1779	0
CDR20291_RS15045	NC_013316.1	3303901	3304218	-	318	0
CDR20291_RS15050	NC_013316.1	3304211	3305188	-	978	0
CDR20291_RS15055	NC_013316.1	3305203	3305766	-	564	0
CDR20291_RS15060	NC_013316.1	3305818	3306309	-	492	0
CDR20291_RS15065	NC_013316.1	3306312	3308237	-	1926	0
CDR20291_RS15070	NC_013316.1	3308239	3308550	-	312	0
CDR20291_RS15075	NC_013316.1	3309180	3309455	-	276	0
CDR20291_RS15080	NC_013316.1	3309570	3310979	-	1410	0
CDR20291_RS15085	NC_013316.1	3311349	3312011	-	663	0
CDR20291_RS15090	NC_013316.1	3312265	3314484	-	2220	0
CDR20291_RS15095	NC_013316.1	3314760	3317414	-	2655	6
CDR20291_RS15100	NC_013316.1	3317918	3318118	+	201	0
CDR20291_RS15105	NC_013316.1	3318326	3318916	-	591	0
CDR20291_RS15110	NC_013316.1	3318919	3319794	-	876	0
CDR20291_RS15115	NC_013316.1	3319870	3321261	-	1392	0
CDR20291_RS15120	NC_013316.1	3321265	3322401	-	1137	0
CDR20291_RS15125	NC_013316.1	3322433	3322978	-	546	0
CDR20291_RS15130	NC_013316.1	3323302	3324081	+	780	0
CDR20291_RS15135	NC_013316.1	3324537	3324965	-	429	0
CDR20291_RS15140	NC_013316.1	3326956	3327222	-	267	0
CDR20291_RS15145	NC_013316.1	3327225	3328205	-	981	0
CDR20291_RS15150	NC_013316.1	3328208	3328777	-	570	0
CDR20291_RS15155	NC_013316.1	3328774	3331095	-	2322	0
CDR20291_RS15160	NC_013316.1	3331106	3331807	-	702	0
CDR20291_RS15165	NC_013316.1	3331809	3332723	-	915	0
CDR20291_RS15170	NC_013316.1	3332725	3334602	-	1878	0
CDR20291_RS15175	NC_013316.1	3334608	3335345	-	738	0
CDR20291_RS15180	NC_013316.1	3335423	3336340	-	918	0
CDR20291_RS15185	NC_013316.1	3336619	3338535	-	1917	0
CDR20291_RS15190	NC_013316.1	3338535	3339281	-	747	0
CDR20291_RS15195	NC_013316.1	3339385	3340236	-	852	0
CDR20291_RS15200	NC_013316.1	3340484	3341257	-	774	0
CDR20291_RS15205	NC_013316.1	3341498	3342190	-	693	0
CDR20291_RS15210	NC_013316.1	3342504	3343463	-	960	0
CDR20291_RS15215	NC_013316.1	3343496	3344374	-	879	0
CDR20291_RS15220	NC_013316.1	3344367	3345149	-	783	0
CDR20291_RS15225	NC_013316.1	3345150	3345779	-	630	0
CDR20291_RS15230	NC_013316.1	3346174	3346800	-	627	0
CDR20291_RS15235	NC_013316.1	3346876	3347847	-	972	0
CDR20291_RS15240	NC_013316.1	3347860	3349959	-	2100	0
CDR20291_RS15245	NC_013316.1	3350437	3351162	+	726	0
CDR20291_RS15250	NC_013316.1	3351282	3352478	-	1197	0
CDR20291_RS15255	NC_013316.1	3352481	3352723	-	243	0
CDR20291_RS15260	NC_013316.1	3352788	3353906	-	1119	0
CDR20291_RS15270	NC_013316.1	3354637	3355482	-	846	0
CDR20291_RS15275	NC_013316.1	3355554	3356684	-	1131	0
CDR20291_RS15280	NC_013316.1	3357146	3358039	-	894	0
CDR20291_RS15285	NC_013316.1	3358119	3359021	-	903	0
CDR20291_RS15290	NC_013316.1	3359071	3360231	-	1161	0
CDR20291_RS15295	NC_013316.1	3360387	3360692	-	306	0
CDR20291_RS15300	NC_013316.1	3360790	3361764	-	975	0
CDR20291_RS15305	NC_013316.1	3362347	3363123	+	777	0
CDR20291_RS15310	NC_013316.1	3363456	3364601	+	1146	0
CDR20291_RS15315	NC_013316.1	3364756	3365625	-	870	0
CDR20291_RS19215	NC_013316.1	3365743	3366456	-	714	0
CDR20291_RS15325	NC_013316.1	3366827	3368215	-	1389	0
CDR20291_RS15330	NC_013316.1	3368336	3369613	-	1278	0
CDR20291_RS15335	NC_013316.1	3369750	3370085	-	336	0
CDR20291_RS15340	NC_013316.1	3370554	3373154	-	2601	0
CDR20291_RS15345	NC_013316.1	3373274	3374374	-	1101	0
CDR20291_RS15350	NC_013316.1	3374390	3374710	-	321	0
CDR20291_RS15355	NC_013316.1	3374713	3375174	-	462	0
CDR20291_RS15360	NC_013316.1	3375174	3377138	-	1965	0
CDR20291_RS15365	NC_013316.1	3377286	3378158	+	873	0
CDR20291_RS15370	NC_013316.1	3378402	3378869	-	468	0
CDR20291_RS15375	NC_013316.1	3378974	3379906	-	933	0
CDR20291_RS15380	NC_013316.1	3380075	3381019	-	945	0
CDR20291_RS15385	NC_013316.1	3381363	3382799	-	1437	0
CDR20291_RS15390	NC_013316.1	3383009	3384409	-	1401	0
CDR20291_RS15395	NC_013316.1	3384436	3385782	-	1347	0
CDR20291_RS15400	NC_013316.1	3386150	3386824	-	675	0
CDR20291_RS15405	NC_013316.1	3386886	3387632	-	747	0
CDR20291_RS15410	NC_013316.1	3387989	3388459	-	471	0
CDR20291_RS15415	NC_013316.1	3388483	3389082	-	600	0
CDR20291_RS15420	NC_013316.1	3389100	3390284	-	1185	0
CDR20291_RS15425	NC_013316.1	3390277	3391854	-	1578	0
CDR20291_RS15430	NC_013316.1	3392207	3393043	-	837	0
CDR20291_RS15435	NC_013316.1	3393929	3395203	+	1275	0
CDR20291_RS15440	NC_013316.1	3395410	3395727	-	318	0
CDR20291_RS15445	NC_013316.1	3395994	3396746	+	753	0
CDR20291_RS15450	NC_013316.1	3396733	3397614	+	882	0
CDR20291_RS15455	NC_013316.1	3397840	3399195	-	1356	2
CDR20291_RS15460	NC_013316.1	3401103	3401606	-	504	0
CDR20291_RS15465	NC_013316.1	3401823	3403232	-	1410	0
CDR20291_RS15470	NC_013316.1	3403236	3404366	-	1131	0
CDR20291_RS15475	NC_013316.1	3404378	3405181	-	804	0
CDR20291_RS15480	NC_013316.1	3405563	3406444	-	882	2
CDR20291_RS15485	NC_013316.1	3406900	3407874	+	975	0
CDR20291_RS15490	NC_013316.1	3407990	3409021	-	1032	0
CDR20291_RS15495	NC_013316.1	3409633	3410484	-	852	0
CDR20291_RS15500	NC_013316.1	3410501	3411421	-	921	0
CDR20291_RS15505	NC_013316.1	3411531	3412445	-	915	0
CDR20291_RS15510	NC_013316.1	3412544	3413641	-	1098	0
CDR20291_RS15515	NC_013316.1	3413874	3415220	-	1347	0
CDR20291_RS15520	NC_013316.1	3415309	3415617	-	309	0
CDR20291_RS15525	NC_013316.1	3415878	3416267	-	390	0
CDR20291_RS15530	NC_013316.1	3416269	3417420	-	1152	0
CDR20291_RS15535	NC_013316.1	3417859	3418878	-	1020	0
CDR20291_RS15540	NC_013316.1	3418878	3419552	-	675	0
CDR20291_RS15545	NC_013316.1	3419704	3421611	-	1908	0
CDR20291_RS15550	NC_013316.1	3421612	3422364	-	753	0
CDR20291_RS15555	NC_013316.1	3422682	3423836	-	1155	0
CDR20291_RS15560	NC_013316.1	3423839	3424306	-	468	0
CDR20291_RS15565	NC_013316.1	3424320	3424808	-	489	0
CDR20291_RS15570	NC_013316.1	3424822	3426153	-	1332	0
CDR20291_RS15575	NC_013316.1	3426167	3427732	-	1566	0
CDR20291_RS15580	NC_013316.1	3427901	3428686	-	786	0
CDR20291_RS15585	NC_013316.1	3428853	3430052	-	1200	0
CDR20291_RS15590	NC_013316.1	3430574	3431911	-	1338	0
CDR20291_RS15595	NC_013316.1	3432007	3433557	-	1551	0
CDR20291_RS15600	NC_013316.1	3433765	3434925	+	1161	0
CDR20291_RS15605	NC_013316.1	3435081	3435485	-	405	0
CDR20291_RS15610	NC_013316.1	3435506	3435988	-	483	0
CDR20291_RS15615	NC_013316.1	3436008	3436817	-	810	0
CDR20291_RS15620	NC_013316.1	3436810	3437589	-	780	0
CDR20291_RS15625	NC_013316.1	3437589	3439667	-	2079	0
CDR20291_RS15630	NC_013316.1	3440458	3440979	-	522	0
CDR20291_RS15635	NC_013316.1	3441145	3441711	+	567	2
CDR20291_RS15640	NC_013316.1	3441928	3443991	-	2064	0
CDR20291_RS15645	NC_013316.1	3444372	3447707	-	3336	0
CDR20291_RS15650	NC_013316.1	3447757	3448185	-	429	0
CDR20291_RS15655	NC_013316.1	3448175	3448555	-	381	0
CDR20291_RS15660	NC_013316.1	3448588	3448896	-	309	0
CDR20291_RS15665	NC_013316.1	3448929	3450113	-	1185	0
CDR20291_RS15670	NC_013316.1	3450117	3451580	-	1464	0
CDR20291_RS15675	NC_013316.1	3452090	3452959	-	870	0
CDR20291_RS15680	NC_013316.1	3452979	3454895	-	1917	0
CDR20291_RS15685	NC_013316.1	3454898	3455818	-	921	0
CDR20291_RS15690	NC_013316.1	3455920	3456672	-	753	0
CDR20291_RS15695	NC_013316.1	3456969	3457586	-	618	0
CDR20291_RS15700	NC_013316.1	3457674	3459122	-	1449	0
CDR20291_RS15705	NC_013316.1	3459153	3459506	-	354	0
CDR20291_RS15710	NC_013316.1	3459535	3460767	-	1233	0
CDR20291_RS15715	NC_013316.1	3460790	3461107	-	318	0
CDR20291_RS15720	NC_013316.1	3461355	3463268	+	1914	0
CDR20291_RS15725	NC_013316.1	3463391	3464545	-	1155	0
CDR20291_RS15730	NC_013316.1	3464827	3467442	-	2616	0
CDR20291_RS15735	NC_013316.1	3467586	3469511	-	1926	0
CDR20291_RS15740	NC_013316.1	3469641	3470366	-	726	0
CDR20291_RS15745	NC_013316.1	3470629	3471399	-	771	0
CDR20291_RS15750	NC_013316.1	3471401	3472849	-	1449	0
CDR20291_RS15755	NC_013316.1	3473219	3473941	+	723	0
CDR20291_RS15760	NC_013316.1	3474138	3475805	+	1668	2
CDR20291_RS15765	NC_013316.1	3475901	3477220	-	1320	0
CDR20291_RS15770	NC_013316.1	3477261	3478007	-	747	0
CDR20291_RS15775	NC_013316.1	3478251	3480260	-	2010	0
CDR20291_RS15780	NC_013316.1	3480698	3482131	-	1434	0
CDR20291_RS15785	NC_013316.1	3482218	3484134	-	1917	0
CDR20291_RS15790	NC_013316.1	3484208	3485068	-	861	0
CDR20291_RS15795	NC_013316.1	3485419	3486606	-	1188	0
CDR20291_RS15800	NC_013316.1	3486620	3488011	-	1392	0
CDR20291_RS15805	NC_013316.1	3488606	3490258	-	1653	0
CDR20291_RS15810	NC_013316.1	3490278	3491681	-	1404	0
CDR20291_RS15815	NC_013316.1	3491945	3492436	-	492	0
CDR20291_RS15820	NC_013316.1	3492462	3493274	-	813	0
CDR20291_RS15825	NC_013316.1	3493287	3494438	-	1152	0
CDR20291_RS15830	NC_013316.1	3494708	3495349	+	642	0
CDR20291_RS15835	NC_013316.1	3495375	3496919	+	1545	0
CDR20291_RS15840	NC_013316.1	3497136	3497762	-	627	0
CDR20291_RS15845	NC_013316.1	3497897	3498613	-	717	0
CDR20291_RS15850	NC_013316.1	3499028	3500242	+	1215	0
CDR20291_RS15855	NC_013316.1	3500861	3501097	+	237	0
CDR20291_RS15865	NC_013316.1	3501836	3502954	+	1119	0
CDR20291_RS15870	NC_013316.1	3503102	3504166	+	1065	0
CDR20291_RS15875	NC_013316.1	3504294	3505484	-	1191	0
CDR20291_RS15880	NC_013316.1	3505590	3506969	-	1380	0
CDR20291_RS15885	NC_013316.1	3507000	3508208	-	1209	0
CDR20291_RS15890	NC_013316.1	3509232	3510686	-	1455	0
CDR20291_RS15895	NC_013316.1	3510706	3512577	-	1872	0
CDR20291_RS15900	NC_013316.1	3512567	3513427	-	861	0
CDR20291_RS15905	NC_013316.1	3514150	3514554	-	405	0
CDR20291_RS15910	NC_013316.1	3514746	3515933	-	1188	0
CDR20291_RS15915	NC_013316.1	3515965	3516180	-	216	0
CDR20291_RS15920	NC_013316.1	3516317	3517930	-	1614	0
CDR20291_RS15930	NC_013316.1	3519077	3520156	-	1080	0
CDR20291_RS15935	NC_013316.1	3520536	3521183	-	648	0
CDR20291_RS15940	NC_013316.1	3521199	3521555	-	357	0
CDR20291_RS15950	NC_013316.1	3522375	3524324	-	1950	0
CDR20291_RS15955	NC_013316.1	3524296	3525594	-	1299	0
CDR20291_RS15960	NC_013316.1	3525846	3526403	+	558	0
CDR20291_RS15965	NC_013316.1	3526848	3527597	+	750	0
CDR20291_RS15970	NC_013316.1	3527763	3528128	-	366	0
CDR20291_RS15975	NC_013316.1	3528144	3528920	-	777	0
CDR20291_RS15980	NC_013316.1	3529331	3530758	-	1428	0
CDR20291_RS15985	NC_013316.1	3530819	3532747	-	1929	0
CDR20291_RS15990	NC_013316.1	3532892	3533734	-	843	0
CDR20291_RS15995	NC_013316.1	3534051	3535451	-	1401	0
CDR20291_RS16000	NC_013316.1	3535490	3536161	-	672	0
CDR20291_RS16005	NC_013316.1	3536163	3538553	-	2391	0
CDR20291_RS16010	NC_013316.1	3538579	3540027	-	1449	0
CDR20291_RS16015	NC_013316.1	3540432	3541319	-	888	0
CDR20291_RS16020	NC_013316.1	3541419	3541868	-	450	0
CDR20291_RS16025	NC_013316.1	3541858	3543765	-	1908	0
CDR20291_RS16030	NC_013316.1	3544033	3545928	-	1896	0
CDR20291_RS16035	NC_013316.1	3545964	3546842	-	879	0
CDR20291_RS16040	NC_013316.1	3547393	3549087	-	1695	0
CDR20291_RS16045	NC_013316.1	3549089	3550081	-	993	0
CDR20291_RS19225	NC_013316.1	3550100	3550384	-	285	0
CDR20291_RS19230	NC_013316.1	3550429	3550956	-	528	0
CDR20291_RS16055	NC_013316.1	3551235	3552278	-	1044	0
CDR20291_RS16060	NC_013316.1	3552913	3553125	-	213	0
CDR20291_RS16065	NC_013316.1	3553126	3553542	-	417	0
CDR20291_RS16070	NC_013316.1	3554373	3555002	-	630	0
CDR20291_RS16075	NC_013316.1	3555080	3556042	-	963	0
CDR20291_RS16090	NC_013316.1	3557027	3561382	-	4356	0
CDR20291_RS16095	NC_013316.1	3561369	3562097	-	729	0
CDR20291_RS16100	NC_013316.1	3562115	3563734	-	1620	0
CDR20291_RS16105	NC_013316.1	3563734	3564744	-	1011	0
CDR20291_RS19235	NC_013316.1	3565316	3565543	+	228	0
CDR20291_RS16115	NC_013316.1	3565645	3566034	+	390	0
CDR20291_RS16120	NC_013316.1	3566064	3566249	+	186	0
CDR20291_RS16125	NC_013316.1	3566476	3567768	-	1293	0
CDR20291_RS16130	NC_013316.1	3567768	3568970	-	1203	0
CDR20291_RS19435	NC_013316.1	3570313	3570648	-	336	0
CDR20291_RS19440	NC_013316.1	3570895	3571341	-	447	0
CDR20291_RS16140	NC_013316.1	3573036	3575021	-	1986	0
CDR20291_RS16145	NC_013316.1	3575032	3576102	-	1071	0
CDR20291_RS16150	NC_013316.1	3576123	3577289	-	1167	0
CDR20291_RS16155	NC_013316.1	3577291	3578055	-	765	0
CDR20291_RS16160	NC_013316.1	3578046	3578693	-	648	0
CDR20291_RS16165	NC_013316.1	3579173	3580300	-	1128	0
CDR20291_RS16170	NC_013316.1	3580573	3580845	-	273	0
CDR20291_RS16175	NC_013316.1	3581095	3582432	-	1338	0
CDR20291_RS16180	NC_013316.1	3582442	3583185	-	744	0
CDR20291_RS16185	NC_013316.1	3583207	3583521	-	315	0
CDR20291_RS16190	NC_013316.1	3583525	3583725	-	201	0
CDR20291_RS16195	NC_013316.1	3583863	3584636	+	774	0
CDR20291_RS16205	NC_013316.1	3584887	3585378	+	492	0
CDR20291_RS16210	NC_013316.1	3585470	3586222	+	753	0
CDR20291_RS16215	NC_013316.1	3586212	3587378	+	1167	0
CDR20291_RS16220	NC_013316.1	3587494	3587724	-	231	0
CDR20291_RS16225	NC_013316.1	3587730	3588209	-	480	0
CDR20291_RS16230	NC_013316.1	3588209	3588424	-	216	0
CDR20291_RS16235	NC_013316.1	3589335	3590240	+	906	0
CDR20291_RS16240	NC_013316.1	3590914	3591263	-	350	6
CDR20291_RS16245	NC_013316.1	3591421	3591876	-	456	0
CDR20291_RS16250	NC_013316.1	3592517	3593344	+	828	2
CDR20291_RS16255	NC_013316.1	3594361	3594825	+	465	0
CDR20291_RS16260	NC_013316.1	3595092	3595736	-	645	0
CDR20291_RS16265	NC_013316.1	3595666	3596955	-	1290	0
CDR20291_RS16270	NC_013316.1	3596952	3597824	-	873	0
CDR20291_RS16275	NC_013316.1	3598354	3598845	-	492	0
CDR20291_RS16280	NC_013316.1	3599939	3602074	-	2136	0
CDR20291_RS16285	NC_013316.1	3602670	3603284	+	615	0
CDR20291_RS16290	NC_013316.1	3603302	3603664	+	363	0
CDR20291_RS16295	NC_013316.1	3603770	3604267	+	498	0
CDR20291_RS16300	NC_013316.1	3604691	3605089	+	399	0
CDR20291_RS16305	NC_013316.1	3605077	3606015	+	939	0
CDR20291_RS16310	NC_013316.1	3606399	3606623	-	225	0
CDR20291_RS16315	NC_013316.1	3606741	3607247	-	507	0
CDR20291_RS16320	NC_013316.1	3607383	3607760	+	378	0
CDR20291_RS16325	NC_013316.1	3607880	3609172	-	1293	0
CDR20291_RS16330	NC_013316.1	3609760	3611289	-	1530	0
CDR20291_RS16335	NC_013316.1	3611301	3612044	-	744	0
CDR20291_RS16340	NC_013316.1	3612070	3613266	-	1197	0
CDR20291_RS16345	NC_013316.1	3613494	3614501	-	1008	0
CDR20291_RS16350	NC_013316.1	3614561	3615583	-	1023	2
CDR20291_RS16355	NC_013316.1	3616380	3617726	-	1347	0
CDR20291_RS16360	NC_013316.1	3617878	3620439	-	2562	0
CDR20291_RS16365	NC_013316.1	3620433	3621824	-	1392	0
CDR20291_RS16370	NC_013316.1	3622107	3623216	-	1110	0
CDR20291_RS16375	NC_013316.1	3623408	3624760	-	1353	0
CDR20291_RS16380	NC_013316.1	3624959	3626287	-	1329	0
CDR20291_RS16385	NC_013316.1	3626315	3627898	-	1584	0
CDR20291_RS16390	NC_013316.1	3627914	3629101	-	1188	0
CDR20291_RS16395	NC_013316.1	3629434	3630648	-	1215	0
CDR20291_RS16400	NC_013316.1	3631271	3631810	-	540	0
CDR20291_RS16405	NC_013316.1	3631887	3633692	-	1806	0
CDR20291_RS16410	NC_013316.1	3634100	3634477	-	378	0
CDR20291_RS16415	NC_013316.1	3635328	3635813	+	486	0
CDR20291_RS16420	NC_013316.1	3636013	3636552	-	540	0
CDR20291_RS16425	NC_013316.1	3636545	3636958	-	414	0
CDR20291_RS16430	NC_013316.1	3636994	3638115	-	1122	0
CDR20291_RS16435	NC_013316.1	3638714	3640366	+	1653	0
CDR20291_RS16440	NC_013316.1	3640663	3641412	+	750	0
CDR20291_RS16445	NC_013316.1	3641425	3643452	+	2028	0
CDR20291_RS16450	NC_013316.1	3643923	3645179	+	1257	0
CDR20291_RS16455	NC_013316.1	3645187	3645771	+	585	0
CDR20291_RS16460	NC_013316.1	3645959	3646885	-	927	0
CDR20291_RS16465	NC_013316.1	3647495	3648415	+	921	0
CDR20291_RS16470	NC_013316.1	3648501	3650921	+	2421	0
CDR20291_RS16475	NC_013316.1	3650921	3651943	+	1023	0
CDR20291_RS16480	NC_013316.1	3652058	3652804	+	747	0
CDR20291_RS16485	NC_013316.1	3652890	3654140	+	1251	0
CDR20291_RS16490	NC_013316.1	3654622	3655635	-	1014	0
CDR20291_RS16495	NC_013316.1	3655638	3656666	-	1029	0
CDR20291_RS16500	NC_013316.1	3656666	3657511	-	846	0
CDR20291_RS19335	NC_013316.1	3657508	3657630	-	123	0
CDR20291_RS16505	NC_013316.1	3657916	3659046	-	1131	0
CDR20291_RS16510	NC_013316.1	3659043	3659714	-	672	0
CDR20291_RS16515	NC_013316.1	3659928	3660578	-	651	0
CDR20291_RS16520	NC_013316.1	3660635	3660865	-	231	0
CDR20291_RS16525	NC_013316.1	3661426	3662019	+	594	0
CDR20291_RS16530	NC_013316.1	3662961	3664364	-	1404	0
CDR20291_RS16535	NC_013316.1	3664348	3664839	-	492	0
CDR20291_RS16540	NC_013316.1	3665155	3665670	+	516	0
CDR20291_RS16545	NC_013316.1	3665719	3666222	+	504	0
CDR20291_RS16550	NC_013316.1	3666219	3666869	+	651	0
CDR20291_RS16555	NC_013316.1	3667004	3667783	-	780	0
CDR20291_RS16560	NC_013316.1	3667895	3668146	-	252	0
CDR20291_RS19525	NC_013316.1	3668340	3668561	-	222	0
CDR20291_RS16565	NC_013316.1	3668477	3669208	-	732	0
CDR20291_RS16570	NC_013316.1	3669546	3670307	-	762	0
CDR20291_RS16575	NC_013316.1	3670323	3671858	-	1536	0
CDR20291_RS16580	NC_013316.1	3672272	3674512	-	2241	0
CDR20291_RS16585	NC_013316.1	3675039	3675839	-	801	0
CDR20291_RS16590	NC_013316.1	3676230	3677105	-	876	0
CDR20291_RS16595	NC_013316.1	3677390	3678136	-	747	0
CDR20291_RS16600	NC_013316.1	3678123	3678368	-	246	0
CDR20291_RS16605	NC_013316.1	3678499	3679617	-	1119	0
CDR20291_RS16610	NC_013316.1	3679823	3681016	-	1194	0
CDR20291_RS16615	NC_013316.1	3681339	3682220	+	882	0
CDR20291_RS16620	NC_013316.1	3682645	3683646	+	1002	0
CDR20291_RS16625	NC_013316.1	3683763	3684650	+	888	0
CDR20291_RS16630	NC_013316.1	3684717	3685466	+	750	0
CDR20291_RS16635	NC_013316.1	3685690	3686406	+	717	0
CDR20291_RS16640	NC_013316.1	3686677	3687666	-	990	0
CDR20291_RS16645	NC_013316.1	3688107	3688862	+	756	0
CDR20291_RS16650	NC_013316.1	3689444	3691084	-	1641	0
CDR20291_RS16655	NC_013316.1	3691462	3692001	-	540	0
CDR20291_RS16660	NC_013316.1	3692329	3693636	-	1308	0
CDR20291_RS16665	NC_013316.1	3694061	3695836	-	1776	0
CDR20291_RS16670	NC_013316.1	3695833	3695970	-	138	0
CDR20291_RS16675	NC_013316.1	3696048	3696617	-	570	0
CDR20291_RS16680	NC_013316.1	3696801	3697436	-	636	0
CDR20291_RS16685	NC_013316.1	3698104	3698985	-	882	0
CDR20291_RS16690	NC_013316.1	3699105	3700112	-	1008	0
